,IATA,ICAO,Airline,Call sign,Country/Region,Comments
665,,SUO,Aeroservicios De San Luis,SERVICIO SANLUIS,Mexico,
666,,SUP,Aerosuper,AEROSUPER,Mexico,
667,,ARK,Aero Link Air Services S.L.,LINK SERVICE,Spain,
668,,ARL,Airlec - Air Aquitaine Transport,AIRLEC,France,
669,,ARM,Aeromarket Express,AMEX,Spain,defunct
670,,ARO,Arrow Aviation Ltd.,ARROW,Canada,defunct
671,,KLD,Air Klaipėda,AIR KLAIPEDA,Lithuania,
672,,ARQ,"Armstrong Air, Inc.",ARMSTRONG,Canada,
673,,ARS,Aeromet Servicios,METSERVICE,Chile,
674,,ART,Aerotal Aerolíneas Territoriales de Colombia Ltda.,AEROTAL,Colombia,
675,,ARV,Aravco Ltd.,ARAVCO,United Kingdom,
676,,ARW,Aria,ARIABIRD,France,
677,,OST,Airline Alania,ALANIA,Russia,
678,,HUC,Aerolíneas de Techuacán,LINEAS TEHUACAN,Mexico,
679,,HUT,Aerotransportes Huitzilin,AEROHUITZILIN,Mexico,
680,,HUY,Aero Transportes Del Humaya,AERO HUMAYA,Mexico,
681,,ARY,Argosy Airways,GOSEY,United States,
682,AS,ASA,"Alaska Airlines, Inc.",ALASKA,United States,
683,PL,ASE,Airstars,MOROZOV,Russia,defunct
684,,ASF,"Air Schefferville, Inc.",SCHEFF,Canada,
685,,ASG,African Star Airways (PTY) Ltd.,AFRICAN STAR,South Africa,
686,,ASI,"Aerosun International, Inc.",AEROSUN,United States,
687,,ASM,Awesome Flight Services (PTY) Ltd.,AWESOME,South Africa,
688,,ASO,Aero Slovakia,AERO NITRA,Slovakia,
689,,ASP,Airsprint,AIRSPRINT,Canada,
690,,ASR,"All Star Airlines, Inc.",ALL STAR,United States,
691,,AST,Aerolíneas Del Oeste,AEROESTE,Mexico,
692,,WAP,Arrow Panama,ARROW PANAMA,Panama,
693,,ASV,Astravia-Bissau Air Transports Ltd.,ASTRAVIA,Guinea-Bissau,
694,OB,ASZ,Astrakhan Airlines,AIR ASTRAKHAN,Russia,defunct
695,,ATB,Atlantair Ltd.,STARLITE,Canada,
696,,ATD,Aerotours Dominicana,AEROTOURS,Dominican Republic,
697,,ATE,"Atlantis Transportation Services, Ltd.",ATLANTIS CANADA,Canada,
698,,ATG,Aerotranscargo[9],MOLDCARGO,Moldova,
699,HC,ATI,Aero-Tropics Air Services,,Australia,defunct
700,,ATK,AeroTACA,AEROTACA,Colombia,"defunct, Aerotaxi Casanare"
701,FO,ATM,Airlines of Tasmania,AIRTAS,Australia,
702,,CPV,Air Corporate,AIRCORPORATE,Italy,
703,,ATP,ASTRAL Colombia - Aerotransportes Especiales Ltda.,ASTRAL,Colombia,
704,,FEO,Aeroferinco,FERINCO,Mexico,
705,,FES,Aero Taxis Y Servicios Alfe,AERO ALFE,Mexico,
706,,FFA,Avialesookhrana,AVIALESOOKHRANA,Russia,
707,,FFB,Africair Service,FOXTROT FOXTROT,Senegal,
708,,ATR,Atlas Airlines,ATLAS-AIR,United States,
709,,ATT,Aer Turas,AERTURAS,Ireland,defunct
710,,ATU,Atlant Aerobatics Ltd.,ATLANT HUNGARY,Hungary,
711,,ATV,Avanti Air,AVANTI AIR,Germany,
712,,ATW,Aero Trades (Western) Ltd.,AERO TRADES,Canada,"defunct, ICAO code no longer allocated"
713,OS,AUA,Austrian Airlines,AUSTRIAN,Austria,
714,IQ,AUB,Augsburg Airways,AUGSBURG-AIR,Germany,defunct
715,,TUP,Aviastar-Tu,TUPOLEVAIR,Russia,
716,RU,ABW,AirBridge Cargo,AIRBRIDGE CARGO,Russia,Former IATA: BO
717,,TUR,ATUR,,Ecuador,
718,,TXU,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador,
719,,TXX,Austin Express,COWBOY,United States,defunct
720,,AUD,"Audi Air, Inc.",AUDI AIR,United States,
721,,AUF,Augusta Air Luftfahrtunternehmen,AUGUSTA,Germany,
722,,AUM,Air Atlantic Uruguay,ATLAMUR,Uruguay,
723,,AUN,Aviones Unidos,AVIONES UNIDOS,Mexico,
724,,AUP,Avia Business Group,,Russia,
725,,SVE,Aero Servicios Expecializados,AEROESPECIAL,Mexico,
726,GR,AUR,Aurigny Air Services,AYLINE,United Kingdom,
727,NO,AUS,Aus-Air,,Australia,defunct
728,AU,AUT,Austral Líneas Aéreas,AUSTRAL,Argentina,
729,,AUU,"Aurora Aviation, Inc.",AURORA AIR,United States,ICAO code no longer allocated
730,,AUY,"Aerolíneas Uruguayas, S.A.",AUSA,Uruguay,
731,,AVF,Aviair Aviation Ltd.,CARIBOO,Canada,
732,,AVH,AV8 Helicopters,KENT HELI,United Kingdom,
733,,AVJ,Avia Traffic Company,ATOMIC,Kyrgyzstan,
734,,AVK,AV8 Helicopters,AVIATE-COPTER,South Africa,
735,,AVM,"Aviación Ejecutiva Mexicana, S.A.",AVEMEX,Mexico,
736,,AVO,Aviation at Work,AVIATION WORK,South Africa,
737,,AVP,Avcorp Registrations,AVCORP,United Kingdom,No longer used
738,,AVP,Aviacion Corporativa de Peubla,AVIA PUEBLA,Mexico,
739,,LFP,Alfa Aerospace,ALFA-SPACE,Australia,
740,,LFR,Atlantic Airfreight Aviation,LANFREIGHT,São Tomé and Príncipe,
741,,AVS,Avialsa T-35,AVIALSA,Spain,
742,,AVT,Asia Avia Airlines,ASIAVIA,Indonesia,defunct
743,,AVU,Avia Sud Aérotaxi,AVIASUD,France,
744,,AVV,Airvantage Incorporated,AIRVANTAGE,United States,
745,,AVW,Aviator Airways,AVIATOR,Greece,
746,,AVX,Aviapaslauga,PASLAUGA,Lithuania,defunct
747,,YRG,Air Yugoslavia,YUGAIR,Serbia,defunct; operations continue under Jat Airways
748,K8,ZAK,Airlink Zambia,,Zambia,Zambia Skyways Limited
749,,ZZM,Agence Nationale des Aerodromes et de la Meteorologie,,Ivory Coast,
750,4Y,BGA,Airbus Transport International,BELUGA,France,
751,B9,BGD,Air Bangladesh,AIR BANGLA,Bangladesh,defunct
752,,BGF,Aviodetachment-28,BULGARIAN,Bulgaria,
753,,BGG,Aero BG,AERO BG,Mexico,
754,,BHC,Aerotaxis De La Bahia,BAHIA,Mexico,
755,,BIV,Aviaservice,AVIASERVICE,Georgia,
756,,SZA,Aerolíneas de El Salvador,AESA,El Salvador,defunct
757,,AVY,"Aerovaradero, S.A.",AEROVARADERO,Cuba,
758,,AWB,"Airways International, Inc.",AIRNAT,United States,
759,,AWK,Airwork,AIRWORK,New Zealand,
760,,AWL,Australian Wetleasing,AUSSIEWORLD,Australia,
761,,AWO,Awood Air Ltd.,AWOOD AIR,Canada,
762,,AWR,Arctic Wings And Rotors Ltd.,ARCTIC WINGS,Canada,
763,,ISM,Auo Airclub AIST-M,STORK,Russia,
764,,AWS,Arab Wings,ARAB WINGS,Jordan,
765,,AWV,"Airwave Transport, Inc.",AIRWAVE,Canada,
766,,AWY,"Aeroway, S.L.",AEROWEE,Spain,
767,,AXH,Aeromexhaga,AEROMEXHAGA,Mexico,
768,,AXI,"Aeron International Airlines, Inc.",AIR FREIGHTER,United States,
769,,AXK,African Express Airways,EXPRESS JET,Kenya,Former IATA code: QA; former ICAO code: AEK; former callsign: AFRICAN EXPRESS
770,AK,AXM,AirAsia,RED CAP,Malaysia,ICAO code no longer allocated
771,D7,XAX,AirAsia X,XANADU,Malaysia,
772,DJ,WAJ,AirAsia Japan,WING ASIA,Japan,defunct
773,I5,IAD,AirAsia India,ARIYA,India,Founded 28. Mar 2013
774,,AXN,Alexandair,ALEXANDROS,Greece,defunct
775,,AXP,Aeromax,AEROMAX SPAIN,Spain,
776,,BNI,Alberni Airways,ALBERNI,Canada,
777,,BNZ,Aerolíneas Bonanza,AERO BONANZA,Mexico,
778,,BOC,Aerobona,AEROBONA,Mexico,
779,,AXR,"Axel Rent, S.A.",RENTAXEL,Mexico,
780,,AXS,Altus Airlines,ALTUS,United States,
781,,AXV,Aviaxess,AXAVIA,France,
782,,AXX,Avioimpex A.D.p.o.,IMPEX,Macedonia,defunct
783,6V,AXY,Axis Airways,AXIS,France,defunct
784,,AYD,Aladia Airlines,AIRLINES ALADIA,Mexico,defunct
785,,AYK,Aykavia Aircompany,,Armenia,ICAO code no longer allocated
786,,AYM,"Airman, S.L.",AIRMAN,Spain,
787,,NPT,West Atlantic UK,NEPTUNE,United Kingdom,
788,,GBN,Atlantic Airlines,ATLANTIC GABON,Gabon,
789,EX,BJK,Atlantic Airlines,BLACKJACK,United States,
790,,HHA,Atlantic Airlines de Honduras,ATLANTIC HONDURAS,Honduras,defunct
791,,AYN,"Atlantic Airlines, S.A.",ATLANTIC NICARAGUA,Nicaragua,
792,,AYS,Awsaj Aviation Services,,Libya,ICAO code no longer allocated
793,,AYT,Ayeet Aviation & Tourism,AYEET,Israel,
794,3G,AYZ,Atlant-Soyuz Airlines,ATLANT-SOYUZ,Russia,defunct
795,AZ,AZA,Alitalia,ALITALIA,Italy,defunct
796,ZE,AZE,Arcus-Air Logistic,ARCUS AIR,Germany,
797,A2,AZI,Astra Airlines,ASTRA,Greece,
798,,AZK,Azalhelikopter,AZALHELICOPTER,Azerbaijan,
799,,AZL,Africa One,SKY AFRICA,Zambia,defunct
800,,AZM,Aerocozumel,AEROCOZUMEL,Mexico,
801,,AZP,Arizona Pacific Airways,ARIZONA PACIFIC,United States,
802,,AZS,Aviacon Zitotrans Air Company,ZITOTRANS,Russia,
803,,AZT,"Azimut, S.A.",AZIMUT,Spain,
804,,AZV,Azov Avia Airlines,AZOV AVIA,Ukraine,"defunct, Asov-Avia, Aircompany"
805,,MHC,Aero Jomacha,AERO JOMACHA,Mexico,
806,,AZY,"Arizona Airways, Inc.",ARIZAIR,United States,
807,,AZZ,Azza Transport,AZZA TRANSPORT,Sudan,
808,,NAR,Air Continental Inc,NIGHT AIR,United States,
809,,NAU,Antanik-Air,ANTANIK,Ukraine,
810,,NER,Air Newark,NEWAIR,United States,
811,,NFF,Aircraft Support and Services,,Lebanon,ICAO code no longer allocated
812,,OBA,Aerobanana,AEROBANANA,Mexico,
813,,OBK,Amako Airlines,AMAKO AIR,Nigeria,
814,R7,OCA,Aserca Airlines,AROSCA,Venezuela,
815,,NFS,Afrique CArgo Service Senegal,,Senegal,
816,,NGC,Angoservice,ANGOSERVICE,Angola,
817,,NGE,Angel Airlines,ANGEL AIR,Thailand,"defunct, ICAO code no longer allocated"
818,,NGF,Angel Flight America,ANGEL FLIGHT,United States,Renamed Air Charity Network in 2014[4]
819,,OUL,Air Atonabee,CITY EXPRESS,Canada,defunct
820,,OVA,Aero Nova,AERONOVA,Spain,
821,,XPE,Amira Air,EXPERT,Austria,
822,,XSS,Aero Express Intercontinental,INTER EXPRESS,Mexico,
823,,TLR,Air Libya Tibesti,AIR LIBYA,Libya,
824,,OVC,Aerovic,,Ecuador,
825,,RVE,Airventure,AIRVENTURE,Belgium,
826,,RVI,Aero Servicios,AERO SERVICIOS,Mexico,
827,,RVL,Airvallee,AIR VALLEE,Italy,
828,,OVE,Aeromover,AEROMOVER,Mexico,
829,,OVI,Aerovías Ejecutivas,VIAS EJECUTIVAS,Mexico,
830,,PTD,Aero Servicio Pity,PITY,Mexico,
831,,PTE,Aero Copter,AERO-COP,Mexico,
832,,PLL,Air Pal,AIRPAL,Spain,Escuela De Pilots
833,,PLM,Air Pullmantur,PULLMANTUR,Spain,
834,RX,AEH,Aviaexpress,AVEX,Hungary,defunct
835,,PSG,Aviones Para Servirle,SERVIAVIONES,Mexico,
836,,SLU,Avio Sluzba,AVIO SLUZBA,Serbia,
837,,SCU,Air Scorpio,SCORPIO UNIVERS,Bulgaria,
838,,SIP,Air Spirit,AIR SPIRIT,United States,
839,,BMV,Alatau Airlines,OLIGA,Kazakhstan,
840,,GUG,Aviateca,AVIATECA,Guatemala,
841,,PXX,Aroostook Aviation,PINE STATE,United States,
842,,PYC,Aeropycsa,AEROPYCSA,Mexico,
843,,PVK,Association of Private Pilots of Kazakhstan,BORIS,Kazakhstan,ICAO code no longer allocated
844,,BAS,Aero Services,AEROSERV,Barbados,
845,,BBT,Air Bashkortostan,AGYDAL,Russia,defunct
846,,MCY,Ambulance Air Africa,MERCY,South Africa,
847,MQ,EGF,American Eagle Airlines,EAGLE FLIGHT,United States,"Renamed Envoy Air, ICAO Code and Callsign withdrawn in 2014"
848,,PUE,Aeropuelche,PUELCHE,Chile,
849,,PUT,Aeroput,,Serbia,defunct
850,ZS,AZI,Azzurra Air,AZZURRA,Italy,defunct
851,FF,,Airshop,,Netherlands,
852,ML,ETC,African Transport Trading and Investment Company,TRANATTICO,Sudan,
853,,XCT,Aero Costa Taxi Aéreo,AEROCOSTAXI,Mexico,
854,,VRO,Aerovitro,AEROVITRO,Mexico,
855,,VRI,Aerotaxi Villa Rica,VILLARICA,Mexico,
856,,VEG,Aerovega,AEROVEGA,Mexico,
857,,VVG,Aerovilla,AEROVILLA,Colombia,
858,,VLR,Aerolíneas Villaverde,VILLAVERDE,Mexico,
